zipcode,ADULT SERVICES,CAMPS,CHILD SERVICES AND WELFARE,"CITY AGENCY PARKING, MAINTENANCE, AND STORAGE",CULTURAL INSTITUTIONS,DAY CARE AND PRE-KINDERGARTEN,EMERGENCY SERVICES,HEALTH CARE,HIGHER EDUCATION,HISTORICAL SITES,HUMAN SERVICES,JUSTICE AND CORRECTIONS,LIBRARIES,MATERIAL SUPPLIES AND MARKETS,"OFFICES, TRAINING, AND TESTING",OTHER PROPERTY,PARKS AND PLAZAS,PUBLIC SAFETY,SCHOOLS (K-12),SOLID WASTE,TELECOMMUNICATIONS,TRANSPORTATION,VOCATIONAL AND PROPRIETARY SCHOOLS,WATER AND WASTEWATER,YOUTH SERVICES,zip
10471.0,0.0,7.0,7.0,0.0,6.0,23.0,1.0,13.0,2.0,11.0,2.0,0.0,1.0,1.0,1.0,0.0,9.0,0.0,16.0,4.0,0.0,7.0,1.0,2.0,8.0,4
10472.0,0.0,0.0,14.0,2.0,1.0,22.0,0.0,6.0,0.0,1.0,12.0,0.0,1.0,0.0,0.0,0.0,14.0,0.0,25.0,10.0,0.0,12.0,0.0,1.0,36.0,4
10473.0,0.0,1.0,19.0,5.0,2.0,18.0,2.0,8.0,0.0,0.0,21.0,0.0,2.0,0.0,1.0,1.0,19.0,1.0,31.0,15.0,0.0,25.0,0.0,2.0,50.0,4
10474.0,1.0,0.0,9.0,3.0,4.0,4.0,1.0,7.0,0.0,2.0,10.0,2.0,0.0,1.0,1.0,0.0,9.0,0.0,9.0,37.0,0.0,22.0,0.0,7.0,20.0,4
10475.0,0.0,0.0,10.0,4.0,2.0,9.0,1.0,7.0,0.0,1.0,9.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,18.0,11.0,0.0,31.0,0.0,2.0,27.0,4
10512.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
10518.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10532.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
10550.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0
10561.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10605.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10801.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
11001.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11004.0,0.0,0.0,2.0,0.0,1.0,3.0,1.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,5.0,0
11040.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11101.0,3.0,2.0,20.0,15.0,27.0,46.0,4.0,31.0,2.0,6.0,29.0,3.0,3.0,0.0,18.0,0.0,23.0,3.0,27.0,21.0,0.0,94.0,4.0,0.0,68.0,3
11102.0,2.0,0.0,9.0,1.0,5.0,23.0,2.0,5.0,0.0,1.0,8.0,0.0,1.0,0.0,0.0,0.0,13.0,0.0,9.0,13.0,0.0,12.0,0.0,0.0,31.0,4
11103.0,0.0,0.0,5.0,0.0,5.0,12.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,13.0,0.0,9.0,2.0,0.0,10.0,0
11104.0,1.0,0.0,3.0,0.0,7.0,12.0,0.0,2.0,0.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,3.0,0.0,5.0,0.0,0.0,19.0,0
11105.0,0.0,1.0,3.0,1.0,14.0,21.0,1.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,8.0,5.0,0.0,20.0,0.0,2.0,7.0,0
11106.0,4.0,0.0,11.0,2.0,13.0,14.0,0.0,11.0,0.0,3.0,10.0,0.0,1.0,0.0,0.0,0.0,7.0,1.0,13.0,24.0,0.0,10.0,1.0,0.0,33.0,4
11109.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0
11122.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11201.0,2.0,9.0,18.0,9.0,69.0,57.0,3.0,74.0,8.0,19.0,66.0,10.0,3.0,0.0,62.0,1.0,52.0,1.0,52.0,11.0,4.0,97.0,20.0,0.0,76.0,1
11202.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11203.0,0.0,2.0,32.0,0.0,8.0,54.0,2.0,45.0,1.0,5.0,25.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,40.0,12.0,0.0,11.0,3.0,0.0,62.0,4
11204.0,2.0,2.0,14.0,2.0,1.0,60.0,1.0,14.0,1.0,2.0,8.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,53.0,3.0,0.0,7.0,7.0,0.0,36.0,4
11205.0,0.0,0.0,14.0,5.0,22.0,26.0,3.0,33.0,2.0,9.0,8.0,0.0,2.0,0.0,2.0,0.0,15.0,2.0,36.0,5.0,0.0,15.0,0.0,2.0,45.0,4
11206.0,3.0,2.0,28.0,1.0,10.0,43.0,2.0,48.0,1.0,5.0,41.0,0.0,2.0,0.0,1.0,0.0,36.0,1.0,53.0,15.0,0.0,17.0,1.0,0.0,87.0,3
11207.0,1.0,0.0,48.0,6.0,9.0,48.0,4.0,62.0,0.0,6.0,37.0,0.0,3.0,0.0,2.0,0.0,58.0,1.0,55.0,37.0,0.0,53.0,0.0,1.0,83.0,3
11208.0,1.0,4.0,24.0,14.0,4.0,46.0,2.0,13.0,0.0,7.0,21.0,0.0,1.0,0.0,3.0,1.0,29.0,1.0,39.0,21.0,0.0,25.0,3.0,1.0,55.0,3
11209.0,0.0,3.0,8.0,0.0,12.0,43.0,1.0,8.0,0.0,5.0,5.0,0.0,2.0,0.0,1.0,0.0,11.0,0.0,19.0,5.0,0.0,7.0,4.0,0.0,43.0,4
11210.0,2.0,2.0,18.0,0.0,6.0,38.0,1.0,20.0,1.0,3.0,6.0,0.0,1.0,0.0,1.0,0.0,6.0,1.0,20.0,4.0,0.0,6.0,1.0,0.0,30.0,4
11211.0,0.0,3.0,21.0,1.0,16.0,54.0,5.0,13.0,0.0,8.0,13.0,0.0,2.0,0.0,1.0,0.0,43.0,1.0,33.0,17.0,0.0,31.0,1.0,0.0,42.0,3
11212.0,1.0,1.0,51.0,0.0,4.0,43.0,2.0,30.0,0.0,1.0,45.0,1.0,3.0,0.0,1.0,0.0,39.0,2.0,54.0,19.0,0.0,10.0,0.0,0.0,100.0,3
11213.0,0.0,4.0,28.0,3.0,11.0,49.0,1.0,26.0,0.0,5.0,13.0,0.0,2.0,0.0,1.0,0.0,9.0,1.0,33.0,19.0,0.0,9.0,0.0,0.0,41.0,4
11214.0,3.0,1.0,13.0,4.0,7.0,31.0,2.0,12.0,0.0,3.0,9.0,0.0,2.0,0.0,1.0,0.0,8.0,1.0,24.0,11.0,0.0,9.0,7.0,1.0,42.0,4
11215.0,3.0,13.0,16.0,4.0,55.0,64.0,3.0,14.0,0.0,16.0,7.0,0.0,1.0,0.0,0.0,0.0,18.0,0.0,26.0,20.0,0.0,33.0,0.0,0.0,39.0,2
11216.0,0.0,6.0,34.0,1.0,14.0,25.0,1.0,23.0,1.0,7.0,32.0,0.0,0.0,0.0,2.0,0.0,18.0,0.0,27.0,30.0,0.0,7.0,2.0,0.0,61.0,4
11217.0,0.0,2.0,13.0,0.0,71.0,23.0,2.0,17.0,0.0,9.0,24.0,0.0,1.0,0.0,2.0,2.0,18.0,1.0,19.0,13.0,0.0,24.0,3.0,4.0,45.0,4
11218.0,1.0,2.0,16.0,0.0,20.0,49.0,2.0,11.0,1.0,3.0,5.0,0.0,2.0,0.0,0.0,0.0,14.0,0.0,41.0,13.0,0.0,12.0,1.0,0.0,28.0,4
11219.0,1.0,0.0,17.0,0.0,1.0,103.0,2.0,35.0,0.0,3.0,16.0,0.0,2.0,0.0,2.0,0.0,6.0,1.0,60.0,5.0,0.0,23.0,1.0,0.0,35.0,4
11220.0,6.0,1.0,18.0,1.0,8.0,59.0,3.0,31.0,0.0,3.0,20.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,21.0,9.0,0.0,19.0,5.0,3.0,49.0,4
11221.0,0.0,1.0,38.0,11.0,4.0,53.0,4.0,12.0,0.0,5.0,31.0,0.0,1.0,0.0,0.0,0.0,22.0,1.0,49.0,28.0,0.0,6.0,0.0,0.0,56.0,3
11222.0,1.0,3.0,6.0,3.0,18.0,12.0,1.0,3.0,0.0,3.0,5.0,0.0,1.0,0.0,0.0,0.0,16.0,1.0,8.0,31.0,0.0,28.0,0.0,3.0,25.0,4
11223.0,1.0,2.0,11.0,1.0,0.0,49.0,1.0,22.0,0.0,5.0,14.0,0.0,3.0,0.0,3.0,0.0,12.0,1.0,27.0,5.0,0.0,24.0,1.0,2.0,31.0,4
11224.0,3.0,5.0,22.0,5.0,9.0,27.0,2.0,25.0,0.0,4.0,30.0,0.0,1.0,0.0,2.0,1.0,19.0,2.0,14.0,6.0,0.0,41.0,0.0,0.0,42.0,3
11225.0,0.0,3.0,19.0,3.0,17.0,36.0,1.0,6.0,1.0,5.0,16.0,0.0,1.0,0.0,1.0,0.0,10.0,1.0,26.0,9.0,0.0,12.0,1.0,0.0,35.0,4
11226.0,1.0,2.0,25.0,1.0,10.0,43.0,1.0,25.0,0.0,12.0,26.0,0.0,2.0,0.0,0.0,0.0,5.0,2.0,27.0,12.0,0.0,16.0,4.0,0.0,40.0,4
11228.0,0.0,1.0,4.0,0.0,1.0,28.0,1.0,7.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,10.0,1.0,0.0,1.0,0.0,0.0,15.0,0
11229.0,0.0,5.0,12.0,0.0,2.0,45.0,2.0,35.0,0.0,4.0,12.0,0.0,3.0,0.0,0.0,0.0,9.0,0.0,29.0,3.0,0.0,3.0,11.0,0.0,41.0,4
11230.0,1.0,1.0,9.0,0.0,7.0,53.0,1.0,43.0,1.0,2.0,20.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,48.0,5.0,0.0,11.0,4.0,0.0,32.0,4
11231.0,0.0,5.0,8.0,5.0,26.0,28.0,3.0,11.0,1.0,4.0,10.0,2.0,3.0,0.0,0.0,1.0,20.0,2.0,15.0,9.0,0.0,25.0,0.0,0.0,34.0,4
11232.0,5.0,0.0,5.0,9.0,11.0,18.0,1.0,13.0,0.0,5.0,9.0,1.0,0.0,2.0,3.0,1.0,5.0,1.0,16.0,18.0,0.0,22.0,1.0,0.0,54.0,4
11233.0,0.0,1.0,36.0,4.0,5.0,30.0,5.0,27.0,0.0,3.0,42.0,0.0,2.0,0.0,0.0,1.0,41.0,0.0,30.0,30.0,0.0,7.0,0.0,0.0,59.0,3
11234.0,0.0,4.0,15.0,3.0,6.0,33.0,2.0,18.0,0.0,5.0,18.0,0.0,3.0,0.0,5.0,0.0,19.0,0.0,18.0,23.0,0.0,19.0,0.0,2.0,40.0,4
11235.0,2.0,4.0,19.0,1.0,8.0,66.0,2.0,28.0,1.0,3.0,12.0,0.0,2.0,0.0,1.0,0.0,13.0,1.0,37.0,6.0,0.0,15.0,5.0,6.0,22.0,4
11236.0,0.0,3.0,34.0,10.0,2.0,40.0,3.0,19.0,0.0,0.0,17.0,0.0,2.0,0.0,4.0,1.0,12.0,2.0,40.0,20.0,0.0,31.0,2.0,0.0,44.0,3
11237.0,4.0,1.0,7.0,8.0,5.0,20.0,2.0,11.0,0.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,4.0,2.0,17.0,35.0,0.0,14.0,1.0,1.0,54.0,4
11238.0,0.0,5.0,12.0,2.0,27.0,40.0,1.0,27.0,2.0,13.0,11.0,0.0,2.0,0.0,2.0,0.0,21.0,2.0,23.0,17.0,0.0,38.0,2.0,0.0,49.0,2
11239.0,0.0,0.0,0.0,0.0,2.0,9.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6.0,2.0,0.0,0.0,0.0,2.0,28.0,0
11241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11247.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11249.0,0.0,0.0,10.0,4.0,15.0,25.0,1.0,13.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,19.0,3.0,0.0,41.0,1.0,0.0,16.0,4
11251.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,0
11252.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11256.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11352.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11354.0,0.0,3.0,12.0,12.0,12.0,40.0,2.0,19.0,0.0,12.0,11.0,0.0,1.0,0.0,7.0,0.0,13.0,1.0,13.0,18.0,0.0,42.0,22.0,0.0,23.0,2
11355.0,3.0,6.0,12.0,0.0,8.0,36.0,1.0,17.0,0.0,2.0,13.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,13.0,3.0,0.0,19.0,2.0,1.0,40.0,4
11356.0,0.0,0.0,1.0,1.0,2.0,6.0,1.0,2.0,0.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,7.0,1.0,3.0,7.0,0.0,10.0,0.0,3.0,4.0,0
11357.0,0.0,1.0,3.0,0.0,2.0,22.0,1.0,6.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,3.0,0.0,3.0,2.0,1.0,8.0,0
11358.0,0.0,4.0,8.0,0.0,6.0,24.0,1.0,6.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,9.0,1.0,0.0,6.0,3.0,0.0,6.0,0
11359.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11360.0,0.0,1.0,2.0,0.0,2.0,6.0,0.0,2.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,3.0,0.0,0.0,2.0,1.0,0.0,8.0,0
11361.0,1.0,1.0,10.0,1.0,1.0,19.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,8.0,1.0,9.0,3.0,0.0,5.0,0.0,0.0,8.0,0
11362.0,0.0,4.0,3.0,0.0,1.0,16.0,0.0,8.0,1.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,9.0,0.0,7.0,2.0,0.0,0.0,0.0,2.0,4.0,0
11363.0,0.0,0.0,2.0,0.0,2.0,5.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0
11364.0,0.0,1.0,7.0,0.0,3.0,21.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,13.0,2.0,0.0,1.0,0.0,1.0,8.0,0
11365.0,0.0,1.0,6.0,3.0,1.0,20.0,1.0,11.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,0.0,10.0,1.0,13.0,3.0,0.0,7.0,0.0,1.0,12.0,4
11366.0,1.0,2.0,3.0,0.0,1.0,19.0,1.0,7.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,10.0,2.0,0.0,1.0,0.0,3.0,10.0,0
11367.0,0.0,4.0,11.0,0.0,6.0,33.0,0.0,1.0,3.0,1.0,6.0,0.0,1.0,0.0,1.0,0.0,8.0,1.0,13.0,4.0,0.0,2.0,0.0,1.0,28.0,4
11368.0,1.0,0.0,16.0,1.0,5.0,45.0,2.0,14.0,0.0,4.0,14.0,0.0,3.0,2.0,4.0,0.0,19.0,2.0,17.0,10.0,0.0,14.0,0.0,2.0,20.0,4
11369.0,0.0,2.0,4.0,1.0,4.0,19.0,1.0,3.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,6.0,5.0,0.0,14.0,1.0,0.0,9.0,0
11370.0,0.0,1.0,1.0,0.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0,11.0,0.0,0.0,2.0,0.0,11.0,0.0,7.0,2.0,0.0,6.0,0.0,1.0,4.0,0
11371.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11372.0,3.0,4.0,7.0,0.0,15.0,25.0,1.0,16.0,0.0,2.0,16.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,10.0,5.0,0.0,10.0,3.0,0.0,42.0,4
11373.0,0.0,1.0,14.0,2.0,6.0,41.0,2.0,24.0,0.0,5.0,6.0,1.0,1.0,0.0,0.0,0.0,21.0,1.0,26.0,9.0,0.0,17.0,7.0,0.0,51.0,4
11374.0,0.0,2.0,2.0,0.0,3.0,31.0,0.0,10.0,1.0,1.0,5.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,10.0,2.0,0.0,18.0,5.0,1.0,7.0,0
11375.0,4.0,4.0,5.0,3.0,7.0,40.0,1.0,28.0,1.0,3.0,22.0,0.0,3.0,0.0,6.0,0.0,9.0,1.0,19.0,4.0,0.0,25.0,7.0,0.0,45.0,4
11377.0,0.0,0.0,8.0,6.0,13.0,39.0,3.0,21.0,0.0,0.0,14.0,0.0,1.0,0.0,2.0,0.0,26.0,0.0,15.0,24.0,0.0,19.0,3.0,1.0,36.0,4
11378.0,0.0,0.0,2.0,8.0,2.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,19.0,1.0,7.0,10.0,0.0,24.0,0.0,0.0,10.0,0
11379.0,0.0,2.0,4.0,4.0,2.0,18.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,11.0,1.0,0.0,4.0,1.0,0.0,13.0,0
11385.0,0.0,2.0,12.0,1.0,8.0,30.0,2.0,11.0,0.0,22.0,10.0,0.0,2.0,0.0,1.0,0.0,19.0,2.0,19.0,13.0,0.0,23.0,5.0,0.0,46.0,4
11411.0,0.0,0.0,14.0,0.0,1.0,10.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,12.0,0.0,0.0,0.0,0.0,3.0,9.0,0
11412.0,0.0,3.0,19.0,0.0,8.0,18.0,1.0,3.0,0.0,0.0,9.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,11.0,7.0,0.0,1.0,0.0,2.0,19.0,4
11413.0,0.0,1.0,10.0,0.0,6.0,27.0,2.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,18.0,6.0,0.0,12.0,0.0,5.0,23.0,4
11414.0,0.0,1.0,2.0,0.0,1.0,13.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,8.0,1.0,0.0,1.0,0.0,4.0,9.0,0
11415.0,0.0,1.0,4.0,2.0,1.0,13.0,0.0,4.0,0.0,3.0,11.0,5.0,0.0,0.0,19.0,0.0,4.0,0.0,5.0,4.0,0.0,6.0,1.0,2.0,9.0,0
11416.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,4.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6.0,2.0,0.0,12.0,0.0,0.0,7.0,0
11417.0,0.0,0.0,4.0,1.0,0.0,10.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,1.0,8.0,4.0,0.0,18.0,1.0,0.0,10.0,0
11418.0,0.0,0.0,4.0,2.0,4.0,15.0,2.0,38.0,0.0,4.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,13.0,12.0,0.0,11.0,1.0,5.0,11.0,4
11419.0,0.0,0.0,7.0,0.0,0.0,11.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,5.0,3.0,0.0,2.0,2.0,1.0,11.0,0
11420.0,0.0,0.0,10.0,2.0,1.0,17.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,9.0,0.0,15.0,3.0,0.0,10.0,0.0,8.0,15.0,4
11421.0,0.0,0.0,4.0,0.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,5.0,3.0,0.0,5.0,1.0,0.0,10.0,0
11422.0,0.0,2.0,3.0,0.0,0.0,11.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,2.0,9.0,4.0,0.0,5.0,0.0,2.0,8.0,0
11423.0,0.0,2.0,8.0,0.0,0.0,12.0,1.0,5.0,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,7.0,8.0,0.0,12.0,2.0,4.0,8.0,0
11426.0,0.0,3.0,4.0,1.0,0.0,9.0,0.0,10.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,9.0,5.0,0.0,1.0,0.0,0.0,9.0,0
11427.0,0.0,2.0,3.0,0.0,3.0,8.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8.0,3.0,0.0,0.0,0.0,2.0,5.0,0
11428.0,0.0,0.0,6.0,0.0,0.0,8.0,0.0,6.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,7.0,4.0,0.0,2.0,1.0,2.0,5.0,0
11429.0,0.0,0.0,3.0,1.0,0.0,16.0,1.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,4.0,4.0,0.0,14.0,1.0,4.0,3.0,0
11430.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,8.0,0.0,2.0,0.0,0
11432.0,1.0,5.0,22.0,0.0,10.0,45.0,2.0,46.0,1.0,6.0,39.0,0.0,5.0,0.0,7.0,0.0,7.0,1.0,32.0,12.0,0.0,19.0,15.0,4.0,43.0,4
11433.0,0.0,1.0,30.0,9.0,5.0,14.0,1.0,6.0,2.0,6.0,13.0,0.0,1.0,0.0,15.0,0.0,12.0,1.0,10.0,19.0,0.0,23.0,2.0,6.0,24.0,4
11434.0,0.0,3.0,26.0,4.0,8.0,41.0,0.0,16.0,0.0,0.0,13.0,0.0,1.0,0.0,1.0,0.0,9.0,1.0,19.0,18.0,0.0,30.0,0.0,1.0,53.0,4
11435.0,0.0,4.0,24.0,2.0,4.0,29.0,1.0,64.0,0.0,1.0,19.0,2.0,1.0,0.0,6.0,0.0,9.0,0.0,8.0,7.0,0.0,37.0,2.0,1.0,16.0,4
11436.0,0.0,0.0,7.0,0.0,1.0,5.0,1.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,7.0,5.0,0.0,5.0,0.0,3.0,2.0,0
11451.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11580.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0
11590.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
11690.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
11691.0,0.0,4.0,18.0,1.0,3.0,23.0,2.0,55.0,0.0,4.0,30.0,0.0,2.0,0.0,1.0,0.0,28.0,2.0,34.0,18.0,0.0,12.0,1.0,0.0,49.0,3
11692.0,0.0,1.0,10.0,1.0,0.0,10.0,0.0,9.0,0.0,0.0,6.0,0.0,1.0,0.0,1.0,0.0,11.0,1.0,3.0,2.0,0.0,9.0,0.0,0.0,18.0,0
11693.0,0.0,0.0,6.0,1.0,0.0,6.0,1.0,4.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,0.0,9.0,1.0,4.0,1.0,0.0,3.0,0.0,0.0,6.0,0
11694.0,0.0,0.0,4.0,3.0,1.0,8.0,2.0,11.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,8.0,0.0,12.0,2.0,0.0,6.0,0.0,4.0,17.0,0
